Dataset,language.id,language.name,glottocode,latitude,longitude,family,concept,form_id,value,form
wold,wold-Romanian,Romanian,roma1327,46,25,Indo-European,SMOOTH,wold-Romanian-15-77-1,neted,neted
wold,wold-SeliceRomani,Selice Romani,west2376,48.091,17.9609,Indo-European,SMOOTH,wold-SeliceRomani-15-77-1,šímavo,šímavo
wold,wold-LowerSorbian,Lower Sorbian,lowe1385,51.75,14.3333,Indo-European,SMOOTH,wold-LowerSorbian-15-77-1,rowny,rowny
wold,wold-OldHighGerman,Old High German,oldh1241,50.55,9.68333,Indo-European,SMOOTH,wold-OldHighGerman-15-77-1,eban(i),eban(i)
wold,wold-Dutch,Dutch,dutc1256,52.5,6,Indo-European,SMOOTH,wold-Dutch-15-77-1,glad,glad
wold,wold-English,English,stan1293,52,0,Indo-European,SMOOTH,wold-English-15-77-1,smooth,smooth
wold,wold-KildinSaami,Kildin Saami,kild1236,67,37,Uralic,SMOOTH,wold-KildinSaami-15-77-1,njoll’kes’,njoll’kes’
wold,wold-Bezhta,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,SMOOTH,wold-Bezhta-15-77-1,k’ak’alo,k’ak’alo
wold,wold-Archi,Archi,arch1244,42,46.8333,Nakh-Daghestanian,SMOOTH,wold-Archi-15-77-1,čula,čula
wold,wold-Manange,Manange,mana1288,28,84.25,Sino-Tibetan,SMOOTH,wold-Manange-15-77-1,tʃã,tʃã
wold,wold-Ket,Ket,kett1243,64,87,Yeniseian,SMOOTH,wold-Ket-15-77-1,uul,uul
wold,wold-Sakha,Sakha,yaku1245,62,130,Turkic,SMOOTH,wold-Sakha-15-77-1,deχsi,deχsi
wold,wold-Sakha,Sakha,yaku1245,62,130,Turkic,SMOOTH,wold-Sakha-15-77-2,könö,könö
wold,wold-Oroqen,Oroqen,oroq1238,51.2829,126.111,Tungusic,SMOOTH,wold-Oroqen-15-77-1,burtʃurin,burtʃurin
wold,wold-Japanese,Japanese,nucl1643,37,140,Japonic,SMOOTH,wold-Japanese-15-77-1,nameraka,nameraka
wold,wold-Japanese,Japanese,nucl1643,37,140,Japonic,SMOOTH,wold-Japanese-15-77-2,subesube,subesube
wold,wold-Japanese,Japanese,nucl1643,37,140,Japonic,SMOOTH,wold-Japanese-15-77-3,tsurutsuru,tsurutsuru
wold,wold-MandarinChinese,Mandarin Chinese,mand1415,34,110,Sino-Tibetan,SMOOTH,wold-MandarinChinese-15-77-1,hua2 (1),hua2
wold,wold-MandarinChinese,Mandarin Chinese,mand1415,34,110,Sino-Tibetan,SMOOTH,wold-MandarinChinese-15-77-2,guang1hua2,guang1hua2
wold,wold-Thai,Thai,thai1261,16,101,Tai-Kadai,SMOOTH,wold-Thai-15-77-1,lamun,lamun
wold,wold-Vietnamese,Vietnamese,viet1252,10.5,106.5,Austroasiatic,SMOOTH,wold-Vietnamese-15-77-1,nhẵn,nhẵn
wold,wold-WhiteHmong,White Hmong,hmon1333,26,105,Hmong-Mien,SMOOTH,wold-WhiteHmong-15-77-1,du,du
wold,wold-CeqWong,Ceq Wong,chew1245,3.8807,102.456,Austroasiatic,SMOOTH,wold-CeqWong-15-77-1,sluc,sluc
wold,wold-Indonesian,Indonesian,indo1316,0,106,Austronesian,SMOOTH,wold-Indonesian-15-77-1,halus,halus
wold,wold-Indonesian,Indonesian,indo1316,0,106,Austronesian,SMOOTH,wold-Indonesian-15-77-2,licin,licin
wold,wold-Indonesian,Indonesian,indo1316,0,106,Austronesian,SMOOTH,wold-Indonesian-15-77-3,mulus,mulus
wold,wold-Malagasy,Malagasy,plat1254,-20,47,Austronesian,SMOOTH,wold-Malagasy-15-77-1,ma-làma,ma-làma
wold,wold-Takia,Takia,taki1248,-4.66667,146,Austronesian,SMOOTH,wold-Takia-15-77-1,smut,smut
wold,wold-Hawaiian,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,SMOOTH,wold-Hawaiian-15-77-1,palaha,palaha
wold,wold-Gurindji,Gurindji,guri1247,-17.6667,130.667,Pama-Nyungan,SMOOTH,wold-Gurindji-15-77-1,kirinykiriny,kirinykiriny
wold,wold-Yaqui,Yaqui,yaqu1251,27.5,-110.25,Uto-Aztecan,SMOOTH,wold-Yaqui-15-77-1,chitabetalai,chitabetalai
wold,wold-ZinacantanTzotzil,Zinacantán Tzotzil,tzot1259,16.8333,-92.8333,Mayan,SMOOTH,wold-ZinacantanTzotzil-15-77-1,ch’ulul,ch’ulul
wold,wold-ZinacantanTzotzil,Zinacantán Tzotzil,tzot1259,16.8333,-92.8333,Mayan,SMOOTH,wold-ZinacantanTzotzil-15-77-2,lich’ich’,lich’ich’
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,SMOOTH,wold-Qeqchi-15-77-1,q'un,q'un
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,SMOOTH,wold-Qeqchi-15-77-2,ji'ji',ji'ji'
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,SMOOTH,wold-Qeqchi-15-77-3,yolyol,yolyol
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,SMOOTH,wold-Qeqchi-15-77-4,tiik,tiik
wold,wold-Otomi,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,SMOOTH,wold-Otomi-15-77-1,xi nts'u̲ki,xi_nts'u̲ki
wold,wold-Saramaccan,Saramaccan,sara1340,4.5,-55.5,Indo-European,SMOOTH,wold-Saramaccan-15-77-1,línzo,línzo
wold,wold-ImbaburaQuechua,Imbabura Quechua,imba1240,0.333333,-78,Quechuan,SMOOTH,wold-ImbaburaQuechua-15-77-1,amuklla,amuklla
wold,wold-Kalina,Kali'na,gali1262,5.5,-56,Cariban,SMOOTH,wold-Kalina-15-77-1,tu’kapele,tu’kapele
wold,wold-Hup,Hup,hupd1244,0.166667,-69.25,Naduhup,SMOOTH,wold-Hup-15-77-1,yíb,yíb
wold,wold-Wichi,Wichí,wich1264,-22.5,-62.5833,Matacoan,SMOOTH,wold-Wichi-15-77-1,talich’i,talich’i
wold,wold-Mapudungun,Mapudungun,mapu1245,-38,-72,Araucanian,SMOOTH,wold-Mapudungun-15-77-1,pañush,pañush
wold,wold-Swahili,Swahili,swah1253,-6.5,39,Atlantic-Congo,ROUGH,wold-Swahili-15-76-1,-kwaruza,-kwaruza
wold,wold-Iraqw,Iraqw,iraq1241,-4,35.5,Afro-Asiatic,ROUGH,wold-Iraqw-15-76-1,xaslasla',xaslasla'
wold,wold-Gawwada,Gawwada,gaww1239,5.5,37.25,Afro-Asiatic,ROUGH,wold-Gawwada-15-76-1,hašaša,hašaša
wold,wold-Hausa,Hausa,haus1257,12,7,Afro-Asiatic,ROUGH,wold-Hausa-15-76-1,mài káushíi,mài_káushíi
wold,wold-Kanuri,Kanuri,cent2050,12,13,Saharan,ROUGH,wold-Kanuri-15-76-1,kə́rsàsà,kə́rsàsà
wold,wold-TarifiytBerber,Tarifiyt Berber,tari1263,34.5,-4,Afro-Asiatic,ROUGH,wold-TarifiytBerber-15-76-1,aħā’šaw,aħā’šaw
wold,wold-SeychellesCreole,Seychelles Creole,sese1246,-4.75,55.5,Indo-European,ROUGH,wold-SeychellesCreole-15-76-1,"ride, rid",ride
wold,wold-SeychellesCreole,Seychelles Creole,sese1246,-4.75,55.5,Indo-European,ROUGH,wold-SeychellesCreole-15-76-2,brit,brit
wold,wold-Romanian,Romanian,roma1327,46,25,Indo-European,ROUGH,wold-Romanian-15-76-1,aspru,aspru
wold,wold-SeliceRomani,Selice Romani,west2376,48.091,17.9609,Indo-European,ROUGH,wold-SeliceRomani-15-76-1,durvavo,durvavo
wold,wold-LowerSorbian,Lower Sorbian,lowe1385,51.75,14.3333,Indo-European,ROUGH,wold-LowerSorbian-15-76-1,gropny,gropny
wold,wold-LowerSorbian,Lower Sorbian,lowe1385,51.75,14.3333,Indo-European,ROUGH,wold-LowerSorbian-15-76-2,škropaty,škropaty
wold,wold-OldHighGerman,Old High German,oldh1241,50.55,9.68333,Indo-European,ROUGH,wold-OldHighGerman-15-76-1,rûh,rûh
wold,wold-Dutch,Dutch,dutc1256,52.5,6,Indo-European,ROUGH,wold-Dutch-15-76-1,ruw,ruw
wold,wold-English,English,stan1293,52,0,Indo-European,ROUGH,wold-English-15-76-1,rough,rough
wold,wold-KildinSaami,Kildin Saami,kild1236,67,37,Uralic,ROUGH,wold-KildinSaami-15-76-1,kērr,kērr
wold,wold-Bezhta,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,ROUGH,wold-Bezhta-15-76-1,qäč’č’ö,qäč’č’ö
wold,wold-Bezhta,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,ROUGH,wold-Bezhta-15-76-2,qöqilö,qöqilö
wold,wold-Archi,Archi,arch1244,42,46.8333,Nakh-Daghestanian,ROUGH,wold-Archi-15-76-1,qarqatːut,qarqatːut
wold,wold-Ket,Ket,kett1243,64,87,Yeniseian,ROUGH,wold-Ket-15-76-1,qəgbareŋ,qəgbareŋ
wold,wold-Sakha,Sakha,yaku1245,62,130,Turkic,ROUGH,wold-Sakha-15-76-1,χatɨːlaːχ,χatɨːlaːχ
wold,wold-Oroqen,Oroqen,oroq1238,51.2829,126.111,Tungusic,ROUGH,wold-Oroqen-15-76-1,lə:rin,lə:rin
wold,wold-Japanese,Japanese,nucl1643,37,140,Japonic,ROUGH,wold-Japanese-15-76-1,arai,arai
wold,wold-Japanese,Japanese,nucl1643,37,140,Japonic,ROUGH,wold-Japanese-15-76-2,somatsu,somatsu
wold,wold-Japanese,Japanese,nucl1643,37,140,Japonic,ROUGH,wold-Japanese-15-76-3,zarazara,zarazara
wold,wold-MandarinChinese,Mandarin Chinese,mand1415,34,110,Sino-Tibetan,ROUGH,wold-MandarinChinese-15-76-1,cu1cao1,cu1cao1
wold,wold-Thai,Thai,thai1261,16,101,Tai-Kadai,ROUGH,wold-Thai-15-76-1,yàap,yàap
wold,wold-Vietnamese,Vietnamese,viet1252,10.5,106.5,Austroasiatic,ROUGH,wold-Vietnamese-15-76-1,ráp,ráp
wold,wold-CeqWong,Ceq Wong,chew1245,3.8807,102.456,Austroasiatic,ROUGH,wold-CeqWong-15-76-1,kasar,kasar
wold,wold-Indonesian,Indonesian,indo1316,0,106,Austronesian,ROUGH,wold-Indonesian-15-76-1,kasar,kasar
wold,wold-Malagasy,Malagasy,plat1254,-20,47,Austronesian,ROUGH,wold-Malagasy-15-76-1,marào,marào
wold,wold-Malagasy,Malagasy,plat1254,-20,47,Austronesian,ROUGH,wold-Malagasy-15-76-2,marokoròko,marokoròko
wold,wold-Takia,Takia,taki1248,-4.66667,146,Austronesian,ROUGH,wold-Takia-15-76-1,raf,raf
wold,wold-Hawaiian,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,ROUGH,wold-Hawaiian-15-76-1,`ōkala,`ōkala
wold,wold-Hawaiian,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,ROUGH,wold-Hawaiian-15-76-2,`ōka`ika`i,`ōka`ika`i
wold,wold-Hawaiian,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,ROUGH,wold-Hawaiian-15-76-3,`ālualua,`ālualua
wold,wold-Gurindji,Gurindji,guri1247,-17.6667,130.667,Pama-Nyungan,ROUGH,wold-Gurindji-15-76-1,purtuwurtu,purtuwurtu
wold,wold-Yaqui,Yaqui,yaqu1251,27.5,-110.25,Uto-Aztecan,ROUGH,wold-Yaqui-15-76-1,sosoko,sosoko
wold,wold-ZinacantanTzotzil,Zinacantán Tzotzil,tzot1259,16.8333,-92.8333,Mayan,ROUGH,wold-ZinacantanTzotzil-15-76-1,ch'ixaltik,ch'ixaltik
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,ROUGH,wold-Qeqchi-15-76-1,b'iqb'iq,b'iqb'iq
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,ROUGH,wold-Qeqchi-15-76-2,purux,purux
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,ROUGH,wold-Qeqchi-15-76-3,b'urux b'urux,b'urux_b'urux
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,ROUGH,wold-Qeqchi-15-76-4,k'urux,k'urux
wold,wold-Qeqchi,Q'eqchi',kekc1242,16,-89.8333,Mayan,ROUGH,wold-Qeqchi-15-76-5,turux,turux
wold,wold-Otomi,Otomi,mezq1235,20.1667,-98.8333,Otomanguean,ROUGH,wold-Otomi-15-76-1,xi nzadi,xi_nzadi
wold,wold-ImbaburaQuechua,Imbabura Quechua,imba1240,0.333333,-78,Quechuan,ROUGH,wold-ImbaburaQuechua-15-76-1,shagra,shagra
wold,wold-Kalina,Kali'na,gali1262,5.5,-56,Cariban,ROUGH,wold-Kalina-15-76-1,tɨwakalake,tɨwakalake
wold,wold-Hup,Hup,hupd1244,0.166667,-69.25,Naduhup,ROUGH,wold-Hup-15-76-1,kukuç-,kukuç-
wold,wold-Wichi,Wichí,wich1264,-22.5,-62.5833,Matacoan,ROUGH,wold-Wichi-15-76-1,yelaj,yelaj
wold,wold-Mapudungun,Mapudungun,mapu1245,-38,-72,Araucanian,ROUGH,wold-Mapudungun-15-76-1,ningül,ningül
lexirumah,abui1241-fuime,"Abui, Fuimelang",abui1241,-8.236,124.6783,Timor-Alor-Pantar,smooth,abui1241-fuime-smooth-1,rula,rula
lexirumah,abui1241-fuime,"Abui, Fuimelang",abui1241,-8.236,124.6783,Timor-Alor-Pantar,rough,abui1241-fuime-rough-1,fikda,fikda
lexirumah,abui1241-takal,"Abui, Takalelang",abui1241,-8.1887,124.6264,Timor-Alor-Pantar,smooth,abui1241-takal-smooth-1,ru.'lä,ru.ˈlä
lexirumah,abui1241-takal,"Abui, Takalelang",abui1241,-8.1887,124.6264,Timor-Alor-Pantar,rough,abui1241-takal-rough-1,tä.'ro.qu nähä,tä.ˈro.qu_nähä
lexirumah,abui1241-ulaga,"Abui, Ulaga",abui1241,-8.403792,124.623702,Timor-Alor-Pantar,smooth,abui1241-ulaga-smooth-1,ka:la,kaːla
lexirumah,abui1241-ulaga,"Abui, Ulaga",abui1241,-8.403792,124.623702,Timor-Alor-Pantar,smooth,abui1241-ulaga-smooth-2,rula,rula
lexirumah,abui1241-ulaga,"Abui, Ulaga",abui1241,-8.403792,124.623702,Timor-Alor-Pantar,rough,abui1241-ulaga-rough-1,kuvai,kuvai
lexirumah,adan1251-lawah,"Adang, Lawahing",adan1251,-8.2109,124.4272,Timor-Alor-Pantar,smooth,adan1251-lawah-smooth-1,duluʔ,duluʔ
lexirumah,adan1251-lawah,"Adang, Lawahing",adan1251,-8.2109,124.4272,Timor-Alor-Pantar,rough,adan1251-lawah-rough-1,paluhu,paluhu
lexirumah,adan1251-otvai,"Adang, Otvai",adan1251,-8.1837,124.4979,Timor-Alor-Pantar,smooth,adan1251-otvai-smooth-1,ˈdul,ˈdul
lexirumah,adan1251-otvai,"Adang, Otvai",adan1251,-8.1837,124.4979,Timor-Alor-Pantar,rough,adan1251-otvai-rough-1,aˈtoʔ,aˈtoʔ
lexirumah,alor1247-besar,"Alorese, Alor-Besar",alor1247,-8.2222047,124.4084444,Austronesian,smooth,alor1247-besar-smooth-1,ha'melu,haˈmelu
lexirumah,alor1247-besar,"Alorese, Alor-Besar",alor1247,-8.2222047,124.4084444,Austronesian,rough,alor1247-besar-rough-1,karɔ,karɔ
lexirumah,alor1247-munas,"Alorese, Munaseli",alor1247,-8.1927045,124.3070337,Austronesian,smooth,alor1247-munas-smooth-1,mɛluk,mɛluk
lexirumah,alor1247-munas,"Alorese, Munaseli",alor1247,-8.1927045,124.3070337,Austronesian,smooth,alor1247-munas-smooth-2,b'lɔhɔʔ,bˈlɔhɔʔ
lexirumah,alor1247-munas,"Alorese, Munaseli",alor1247,-8.1927045,124.3070337,Austronesian,rough,alor1247-munas-rough-1,bogal,bogal
lexirumah,alor1247-pandai,"Alorese, Pandai",alor1247,-8.21559,124.2643342,Austronesian,smooth,alor1247-pandai-smooth-1,mɛluk,mɛluk
lexirumah,alor1247-pandai,"Alorese, Pandai",alor1247,-8.21559,124.2643342,Austronesian,smooth,alor1247-pandai-smooth-2,mɛmɛŋ,mɛmɛŋ
lexirumah,alor1247-pandai,"Alorese, Pandai",alor1247,-8.21559,124.2643342,Austronesian,rough,alor1247-pandai-rough-1,bɔgal,bɔgal
lexirumah,atim1239,"Abui, Atimelang",atim1239,-8.226,124.6683,Timor-Alor-Pantar,smooth,atim1239-smooth-1,rula,rula
lexirumah,atim1239,"Abui, Atimelang",atim1239,-8.226,124.6683,Timor-Alor-Pantar,rough,atim1239-rough-1,ahoifaŋ,ahoifaŋ
lexirumah,baka1276,"Blagar, Bakalang",baka1276,-8.2634,124.2972,Timor-Alor-Pantar,smooth,baka1276-smooth-1,du'la,duˈla
lexirumah,bima1247,Bima,bima1247,-8.53818,118.843333,Austronesian,smooth,bima1247-smooth-1,mpida,ᵐpida
lexirumah,bima1247,Bima,bima1247,-8.53818,118.843333,Austronesian,smooth,bima1247-smooth-2,ngame,ŋame
lexirumah,bima1247,Bima,bima1247,-8.53818,118.843333,Austronesian,smooth,bima1247-smooth-3,niu,niu
lexirumah,bima1247,Bima,bima1247,-8.53818,118.843333,Austronesian,smooth,bima1247-smooth-4,kecu,ket͡ʃu
lexirumah,bima1247,Bima,bima1247,-8.53818,118.843333,Austronesian,rough,bima1247-rough-1,kasa,kasa
lexirumah,bima1247,Bima,bima1247,-8.53818,118.843333,Austronesian,rough,bima1247-rough-2,ngara,ŋara
lexirumah,blag1240-bama,"Blagar, Bama",blag1240,-8.2771,124.3013,Timor-Alor-Pantar,smooth,blag1240-bama-smooth-1,dula,dula
lexirumah,blag1240-bama,"Blagar, Bama",blag1240,-8.2771,124.3013,Timor-Alor-Pantar,rough,blag1240-bama-rough-1,a'rabut,aˈrabut
lexirumah,blag1240-kulij,"Blagar, Kulijahi",blag1240,-8.2975,124.3033,Timor-Alor-Pantar,smooth,blag1240-kulij-smooth-1,dula,dula
lexirumah,blag1240-kulij,"Blagar, Kulijahi",blag1240,-8.2975,124.3033,Timor-Alor-Pantar,rough,blag1240-kulij-rough-1,kraki,kraki
lexirumah,blag1240-nule,"Blagar, Nule",blag1240,-8.3672,124.2409,Timor-Alor-Pantar,smooth,blag1240-nule-smooth-1,dula,dula
lexirumah,blag1240-nule,"Blagar, Nule",blag1240,-8.3672,124.2409,Timor-Alor-Pantar,rough,blag1240-nule-rough-1,koŋkarkoŋkar,koŋkarkoŋkar
lexirumah,blag1240-tuntu,"Blagar, Tuntuli",blag1240,-8.2056,124.2907,Timor-Alor-Pantar,smooth,blag1240-tuntu-smooth-1,dula,dula
lexirumah,blag1240-tuntu,"Blagar, Tuntuli",blag1240,-8.2056,124.2907,Timor-Alor-Pantar,rough,blag1240-tuntu-rough-1,ka'rataŋ,kaˈrataŋ
lexirumah,blag1240-warsa,"Blagar, Warsalelang",blag1240,-8.3252,124.3011,Timor-Alor-Pantar,smooth,blag1240-warsa-smooth-1,dula,dula
lexirumah,blag1240-warsa,"Blagar, Warsalelang",blag1240,-8.3252,124.3011,Timor-Alor-Pantar,smooth,blag1240-warsa-smooth-2,ki:ʔ,kiːʔ
lexirumah,blag1240-warsa,"Blagar, Warsalelang",blag1240,-8.3252,124.3011,Timor-Alor-Pantar,smooth,blag1240-warsa-smooth-3,musi,musi
lexirumah,blag1240-warsa,"Blagar, Warsalelang",blag1240,-8.3252,124.3011,Timor-Alor-Pantar,rough,blag1240-warsa-rough-1,boru,boru
lexirumah,buna1278-bobon,"Bunak, Bobonaro",buna1278,-9.033683,125.323406,Timor-Alor-Pantar,smooth,buna1278-bobon-smooth-1,sithɛ,sithɛ
lexirumah,buna1278-bobon,"Bunak, Bobonaro",buna1278,-9.033683,125.323406,Timor-Alor-Pantar,rough,buna1278-bobon-rough-1,sithɛ ni,sithɛ_ni
lexirumah,buna1278-malia,"Bunak, Maliana",buna1278,-9.073689,125.214341,Timor-Alor-Pantar,smooth,buna1278-malia-smooth-1,thɑmɑ,thɑmɑ
lexirumah,buna1278-malia,"Bunak, Maliana",buna1278,-9.073689,125.214341,Timor-Alor-Pantar,smooth,buna1278-malia-smooth-2,rɛnɛk,rɛnɛk
lexirumah,buna1278-suai,"Bunak, Suai",buna1278,-9.221923,125.225417,Timor-Alor-Pantar,smooth,buna1278-suai-smooth-1,sithɛ,sithɛ
lexirumah,buna1278-suai,"Bunak, Suai",buna1278,-9.221923,125.225417,Timor-Alor-Pantar,rough,buna1278-suai-rough-1,sithɛ ni,sithɛ_ni
lexirumah,dein1238,Deing,dein1238,-8.3488,124.1304,Timor-Alor-Pantar,smooth,dein1238-smooth-1,du:l,duːl
lexirumah,dein1238,Deing,dein1238,-8.3488,124.1304,Timor-Alor-Pantar,rough,dein1238-rough-1,rog,rog
lexirumah,dela1252,Dela,dela1252,-10.890303,122.843183,Austronesian,smooth,dela1252-smooth-1,pipisoʔ,pipisoʔ
lexirumah,dela1252,Dela,dela1252,-10.890303,122.843183,Austronesian,smooth,dela1252-smooth-2,ɓeɓelaʔ,ɓeɓelaʔ
lexirumah,dhao1237,Dhao,dhao1237,-10.816034,122.66431,Austronesian,smooth,dhao1237-smooth-1,mola-mola,mola+mola
lexirumah,dhao1237,Dhao,dhao1237,-10.816034,122.66431,Austronesian,rough,dhao1237-rough-1,sela,sela
lexirumah,dhao1237,Dhao,dhao1237,-10.816034,122.66431,Austronesian,rough,dhao1237-rough-2,sakaa,sakaː
lexirumah,ende1246,Ende,ende1246,-8.72,121.56,Austronesian,smooth,ende1246-smooth-1,nge~rhu,ŋeɹu
lexirumah,fata1247,Fataluku,fata1247,-8.4394,126.9821,Timor-Alor-Pantar,smooth,fata1247-smooth-1,hilatɛ,hilatɛ
lexirumah,fata1247,Fataluku,fata1247,-8.4394,126.9821,Timor-Alor-Pantar,smooth,fata1247-smooth-2,tɔmɔkɛ,tɔmɔkɛ
lexirumah,fata1247,Fataluku,fata1247,-8.4394,126.9821,Timor-Alor-Pantar,rough,fata1247-rough-1,ra'pakɛ,raˈpakɛ
lexirumah,funa1237,Funai Helong,funa1237,-10.241153,123.689805,Austronesian,smooth,funa1237-smooth-1,bdoson,bdoson
lexirumah,funa1237,Funai Helong,funa1237,-10.241153,123.689805,Austronesian,rough,funa1237-rough-1,bsedaʔ,bsedaʔ
lexirumah,indo1316-lexi,Indonesian,indo1316,-7.33,109.72,Austronesian,rough,indo1316-lexi-rough-1,kasar,kasar
lexirumah,indo1316-lexi,Indonesian,indo1316,-7.33,109.72,Austronesian,smooth,indo1316-lexi-smooth-1,halus,halus
lexirumah,kabo1247,"Kabola, Monbang",kabo1247,-8.1737,124.5546,Timor-Alor-Pantar,smooth,kabo1247-smooth-1,dulu,dulu
lexirumah,kaer1234,Kaera,kaer1234,-8.4047,124.2175,Timor-Alor-Pantar,smooth,kaer1234-smooth-1,idujo,idujo
lexirumah,kaer1234,Kaera,kaer1234,-8.4047,124.2175,Timor-Alor-Pantar,smooth,kaer1234-smooth-2,baxaˈraŋ,baxaˈraŋ
lexirumah,kaer1234,Kaera,kaer1234,-8.4047,124.2175,Timor-Alor-Pantar,rough,kaer1234-rough-1,koˈtaŋ,koˈtaŋ
lexirumah,kama1365,"Kamang, Atoitaa",kama1365,-8.2543,124.8515,Timor-Alor-Pantar,smooth,kama1365-smooth-1,tulaka,tulaka
lexirumah,kama1365,"Kamang, Atoitaa",kama1365,-8.2543,124.8515,Timor-Alor-Pantar,smooth,kama1365-smooth-2,tuːk,tuːk
lexirumah,kama1365,"Kamang, Atoitaa",kama1365,-8.2543,124.8515,Timor-Alor-Pantar,rough,kama1365-rough-1,aoːba,aoːba
lexirumah,keda1252-leuba,"Kedang, Leubatang",keda1252,-8.322779,123.717692,Austronesian,smooth,keda1252-leuba-smooth-1,mɛ'luʔ,mɛˈluʔ
lexirumah,keda1252-leuba,"Kedang, Leubatang",keda1252,-8.322779,123.717692,Austronesian,rough,keda1252-leuba-rough-1,ka'raŋ,kaˈraŋ
lexirumah,kelo1247-hopte,"Klon, Hopter",kelo1247,-8.4018,124.4192056,Timor-Alor-Pantar,smooth,kelo1247-hopte-smooth-1,tə'duil,təˈduil
lexirumah,kelo1247-hopte,"Klon, Hopter",kelo1247,-8.4018,124.4192056,Timor-Alor-Pantar,rough,kelo1247-hopte-rough-1,ʔi ʔə'tak,ʔi_ʔəˈtak
lexirumah,kema1243-kaila,"Kemak, Kailaku",kema1243,-8.999982,125.127782,Austronesian,smooth,kema1243-kaila-smooth-1,bə̆lobon,bə̆lobon
lexirumah,kema1243-kaila,"Kemak, Kailaku",kema1243,-8.999982,125.127782,Austronesian,rough,kema1243-kaila-rough-1,tarakan,tarakan
lexirumah,keoo1238,"Keo, Udiworowatu",keoo1238,-8.88922,121.2949,Austronesian,smooth,keoo1238-smooth-1,ngédu,ŋedu
lexirumah,kira1248,Kiraman,kira1248,-8.3847,124.8334,Timor-Alor-Pantar,smooth,kira1248-smooth-1,dula,dula
lexirumah,kira1248,Kiraman,kira1248,-8.3847,124.8334,Timor-Alor-Pantar,rough,kira1248-rough-1,dula naŋa,dula_naŋa
lexirumah,komo1261,Komodo,komo1261,-8.65,119.47,Austronesian,smooth,komo1261-smooth-1,nggeléq,ᵑgəleʔ
lexirumah,koto1251,Kotos Amarasi,koto1251,-10.243786,123.872438,Austronesian,smooth,koto1251-smooth-1,ma'eki',maʔekiʔ
lexirumah,koto1251,Kotos Amarasi,koto1251,-10.243786,123.872438,Austronesian,smooth,koto1251-smooth-2,mas'eki',masʔekiʔ
lexirumah,koto1251,Kotos Amarasi,koto1251,-10.243786,123.872438,Austronesian,rough,koto1251-rough-1,ka=ma'eki'=fa,ka+maʔekiʔ+fa
lexirumah,kuii1253,"Kui, Labaing",kuii1253,-8.422124,124.524538,Timor-Alor-Pantar,smooth,kuii1253-smooth-1,dula,dula
lexirumah,kuii1253,"Kui, Labaing",kuii1253,-8.422124,124.524538,Timor-Alor-Pantar,rough,kuii1253-rough-1,dula naŋa,dula_naŋa
lexirumah,kula1280-lanto,"Kula, Lantoka",kula1280,-8.2584306,124.9309167,Timor-Alor-Pantar,smooth,kula1280-lanto-smooth-1,dula,dula
lexirumah,kula1280-lanto,"Kula, Lantoka",kula1280,-8.2584306,124.9309167,Timor-Alor-Pantar,rough,kula1280-lanto-rough-1,kasar,kasar
lexirumah,kula1280-lanto,"Kula, Lantoka",kula1280,-8.2584306,124.9309167,Timor-Alor-Pantar,smooth,kula1280-lanto-smooth-2,dulua,ˈdulua
lexirumah,kula1280-lanto,"Kula, Lantoka",kula1280,-8.2584306,124.9309167,Timor-Alor-Pantar,rough,kula1280-lanto-rough-2,ka'pita,kaˈpita
lexirumah,lama1277-adona,Adonara Lamaholot,adon1237,-8.3757,123.2375,Austronesian,smooth,lama1277-adona-smooth-1,kɜˈmelut,kɜˈmelut
lexirumah,lama1277-adona,Adonara Lamaholot,adon1237,-8.3757,123.2375,Austronesian,rough,lama1277-adona-rough-1,ˈɡaʔak,ˈgaʔak
lexirumah,lama1277-kalik,"Central Lembata, Kalikasa",kali1300,-8.463,123.4798,Austronesian,smooth,lama1277-kalik-smooth-1,ɡəməˈlɔs,gəməˈlɔs
lexirumah,lama1277-kalik,"Central Lembata, Kalikasa",kali1300,-8.463,123.4798,Austronesian,rough,lama1277-kalik-rough-1,ɡroˈsiŋ,groˈsiŋ
lexirumah,lama1277-lerek,"Painara, Lerek",sout2896,-8.522488,123.546281,Austronesian,smooth,lama1277-lerek-smooth-1,kəmeluˈtən,kəmeluˈtən
