color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#3C3380,30,135,NA,NA,Ndu,iatm1242,transnewguineaorg-iatmul-brugnowi,{},-4.30064,143.316,Papunesia,NA,Iatmul (Brugnowi Dialect),2241
#3C3380,30,127,NA,NA,Ndu,iatm1242,transnewguineaorg-iatmul-kanganaman,{},-4.30064,143.316,Papunesia,NA,Iatmul (Kanganaman Dialect),2242
#3C3380,30,135,NA,NA,Ndu,iatm1242,transnewguineaorg-iatmul-korogo,{},-4.30064,143.316,Papunesia,NA,Iatmul (Korogo Dialect),2243
#3C3380,30,14,NA,NA,Ndu,iatm1242,transnewguineaorg-iatmul-sawos,{},-4.30064,143.316,Papunesia,NA,Iatmul (Sawos Dialect),2244
#3C3380,30,136,NA,NA,Ndu,iatm1242,transnewguineaorg-iatmul-tambanam,{},-4.30064,143.316,Papunesia,NA,Iatmul (Tambanam Dialect),2245
#5170CC,30,251,NA,NA,Lakes Plain,iauu1242,transnewguineaorg-iau,{},-3.1453700000000002,137.69,Papunesia,NA,Iau,2246
#51CCCC,17,185,NA,NA,Indo-European,icel1247,diacl-40600,{},63.4837,-19.0212,Eurasia,NA,Icelandic,440
#51CCCC,1,951,NA,NA,Indo-European,icel1247,northeuralex-isl,{},63.4837,-19.0212,Eurasia,NA,Icelandic,1616
#803333,16,258,NA,NA,Austronesian,idat1237,lexirumah-idat1237,{},-8.76258,125.832,Papunesia,NA,Idate,1250
#803333,16,212,NA,NA,Austronesian,idat1237,lexirumah-idat1237-cribas,{},-8.76258,125.832,Papunesia,NA,Idate,1251
#338080,14,917,NA,NA,Sino-Tibetan,idum1241,suntb-Idu,{},29.4473,95.6472,Eurasia,NA,Idu,1736
#338046,4,971,NA,NA,Austroasiatic,oduu1239,ids-838,{},19.3497,104.106,Eurasia,NA,Iduh,1081
#51CC9E,4,834,NA,NA,Arawakan,igna1246,ids-263,{},-15.1188,-65.3993,South America,NA,Ignaciano,876
#4B8033,30,40,NA,NA,West Bomberai,ihaa1241,transnewguineaorg-iha,{},-2.81013,132.271,Papunesia,NA,Iha,2247
#4B8033,16,166,NA,NA,West Bomberai,ihaa1241,lexirumah-ihaa1241-dege,{},-2.81013,132.271,Papunesia,NA,"Iha, Degen",1252
#4B8033,16,223,NA,NA,West Bomberai,ihaa1241,lexirumah-ihaa1241-homo,{},-2.81013,132.271,Papunesia,NA,"Iha, Homorkopma",1253
#598033,7,80,NA,NA,Atlantic-Congo,ihan1234,mitterhoferbena-Ihanja,{},-9.10589,34.6563,NA,NA,Ihanja,1552
#A6CC51,10,315,NA,NA,Chibchan,arhu1242,hubercolumbian-Ika,{},10.7018,-73.6363,South America,NA,Ika,722
#598033,25,617,NA,NA,Atlantic-Congo,ikiz1238,tls-Ikizu,{},-1.9915,34.3589,Africa,NA,Ikizu,1786
#CC5168,30,98,NA,NA,Turama-Kikori,mena1240,transnewguineaorg-ikobi-mena,{},NA,NA,Papunesia,NA,Ikobi-Mena,2248
#598033,7,278,NA,NA,Atlantic-Congo,ikun1241,mitterhoferbena-Ikuna,{},-9.13708,34.9083,NA,NA,Ikuna,1553
#803333,16,194,NA,NA,Austronesian,ilea1237,lexirumah-lama1277-ileap,{},-8.38636,123.442,Papunesia,NA,Ile Ape Lamaholot,1340
#803333,16,195,NA,NA,Austronesian,baip1234,lexirumah-lama1277-baipi,{},NA,NA,NA,NA,"Ile Mandiri Lamaholot, Baipito",1334
#803333,16,196,NA,NA,Austronesian,bama1253,lexirumah-lama1277-bama,{},NA,NA,NA,NA,"Ile Mandiri Lamaholot, Bama",1335
#803333,16,568,NA,NA,Austronesian,lama1277,lexirumah-lama1277-lewoi,{},-8.36439,122.803,Papunesia,NA,"Ile Mandiri Lamaholot, Lewoingu",1352
#803333,16,196,NA,NA,Austronesian,lewo1249,lexirumah-lama1277-lewog,{},NA,NA,NA,NA,"Ile Mandiri Lamaholot, Lewolaga",1351
#803333,16,194,NA,NA,Austronesian,lewo1251,lexirumah-lama1277-lewom,{},NA,NA,NA,NA,"Ile Mandiri Lamaholot, Lewolema",1354
#803333,16,196,NA,NA,Austronesian,west2543,lexirumah-lama1277-ritae,{},NA,NA,Papunesia,NA,"Ile Mandiri Lamaholot, Ritaebang",1363
#803333,16,196,NA,NA,Austronesian,tanj1250,lexirumah-lama1277-tanju,{},NA,NA,NA,NA,"Ile Mandiri Lamaholot, Tanjung",1364
#803333,16,196,NA,NA,Austronesian,waib1246,lexirumah-lama1277-waiba,{},NA,NA,NA,NA,"Ile Mandiri Lamaholot, Waibalun",1365
#803333,17,70,NA,NA,Austronesian,ilia1236,diacl-27600,{},7.34448,124.766,Papunesia,NA,Ilianen,356
#803333,16,384,NA,NA,Austronesian,eray1237,lexirumah-eray1237,{},NA,NA,Papunesia,NA,Ili'uun,1236
#803333,16,185,NA,NA,Austronesian,ilma1240,lexirumah-ilma1240,{},NA,NA,Papunesia,NA,"Ili'uun, Ilmaumau",1254
#33804D,20,1295,NA,NA,Quechuan,imba1240,wold-ImbaburaQuechua,{},0.31776,-78.3729,South America,NA,Imbabura Quechua,3021
#803333,16,189,NA,NA,Austronesian,imro1237,lexirumah-imro1237,{},-7.96772,129.651,Papunesia,NA,Imroing,1257
#C8CC51,16,287,NA,NA,Inanwatan,inan1242,lexirumah-inan1242,{},NA,NA,NA,NA,Inanwatan,1258
#806C33,1,945,NA,NA,Uralic,inar1241,northeuralex-smn,{},69.4229,27.8658,Eurasia,NA,Inari Sami,1665
#803333,17,277,NA,NA,Austronesian,indo1316,diacl-22200,{},-7.33458,109.716,Papunesia,NA,Indonesian,321
#803333,16,576,NA,NA,Austronesian,indo1316,lexirumah-indo1316-lexi,{},-7.33458,109.716,Papunesia,NA,Indonesian,1259
#803333,30,218,NA,NA,Austronesian,indo1316,transnewguineaorg-indonesian,{},-7.33458,109.716,Papunesia,NA,Indonesian,2249
#803333,20,1368,NA,NA,Austronesian,indo1316,wold-Indonesian,{},-7.33458,109.716,Papunesia,NA,Indonesian,3022
#33804D,10,317,NA,NA,Quechuan,inga1252,hubercolumbian-Inga,{},1.00313,-76.8606,South America,NA,Inga,723
#8F51CC,17,79,NA,NA,Nakh-Daghestanian,ingu1240,diacl-68446,{},43.11,45.03,Eurasia,NA,Ingush,625
#8F51CC,4,1303,NA,NA,Nakh-Daghestanian,ingu1240,ids-516,{},43.11,45.03,Eurasia,NA,Ingush,995
#803333,17,70,NA,NA,Austronesian,ibal1244,diacl-25400,{},16.4263,120.695,Papunesia,NA,Inibaloi,342
#CC5151,30,167,NA,NA,Nuclear Trans New Guinea,inok1238,transnewguineaorg-inoke-yate,{},-6.32311,145.539,Papunesia,NA,Inoke-Yate,2250
#338063,30,100,NA,NA,Anim,ipik1244,transnewguineaorg-ipiko,{},-7.37424,144.863,Papunesia,NA,Ipiko,2251
#CC5151,30,91,NA,NA,Nuclear Trans New Guinea,ipil1240,transnewguineaorg-ipili,{},-5.42586,143.089,Papunesia,NA,Ipili,2252
#CCAE51,20,1195,NA,NA,Afro-Asiatic,iraq1241,wold-Iraqw,{},-4.19948,35.2939,Africa,NA,Iraqw,3023
#803333,17,72,NA,NA,Austronesian,irar1238,diacl-16200,{},-2.94438,133.586,Papunesia,NA,Irarutu,307
#803333,16,419,NA,NA,Austronesian,irar1238,lexirumah-irar1238,{},-2.94438,133.586,Papunesia,NA,Irarutu,1261
#803333,30,40,NA,NA,Austronesian,irar1238,transnewguineaorg-irarutu,{},-2.94438,133.586,Papunesia,NA,Irarutu,2253
#51CCCC,17,191,NA,NA,Indo-European,iris1253,diacl-39400,{},53.2186,-7.61509,Eurasia,NA,Irish,431
#51CCCC,4,1259,NA,NA,Indo-European,iris1253,ids-181,{},53.2186,-7.61509,Eurasia,NA,Irish,796
#51CCCC,1,949,NA,NA,Indo-European,iris1253,northeuralex-gle,{},53.2186,-7.61509,Eurasia,NA,Irish,1610
#CC5151,26,246,NA,NA,Nuclear Trans New Guinea,isab1240,zgraggenmadang-isabi,{},-5.83809,145.462,Papunesia,NA,isabi,3085
#CC5151,30,239,NA,NA,Nuclear Trans New Guinea,isab1240,transnewguineaorg-isabi,{},-5.83809,145.462,Papunesia,NA,Isabi,2255
#CC5151,26,299,NA,NA,Nuclear Trans New Guinea,iseb1246,zgraggenmadang-isebe,{},-5.20719,145.691,Papunesia,NA,isebe,3086
#CC5151,30,291,NA,NA,Nuclear Trans New Guinea,iseb1246,transnewguineaorg-isebe,{},-5.20719,145.691,Papunesia,NA,Isebe,2256
#683380,30,12,NA,NA,Greater Kwerba,isir1237,transnewguineaorg-isirawa,{},-1.88775,138.595,Papunesia,NA,Isirawa,2257
#803333,17,151,NA,NA,Austronesian,isna1241,diacl-25500,{},18.2139,121.16,Papunesia,NA,Isnag,343
#51CCCC,17,184,NA,NA,Indo-European,ital1282,diacl-53500,{},43.0464,12.6489,Eurasia,NA,Italian,541
#51CCCC,4,1308,NA,NA,Indo-European,ital1282,ids-170,{},43.0464,12.6489,Eurasia,NA,Italian,785
#51CCCC,1,951,NA,NA,Indo-European,ital1282,northeuralex-ita,{},43.0464,12.6489,Eurasia,NA,Italian,1617
#598033,7,82,NA,NA,Atlantic-Congo,itam1234,mitterhoferbena-Itambo,{},-9.36073,35.32647,NA,NA,Itambo,1554
#337880,1,623,NA,NA,Chukotko-Kamchatkan,itel1242,northeuralex-itl,{},56.046173,156.30704,Eurasia,NA,Itelmen,1618
#337180,30,78,NA,NA,Left May,iter1241,transnewguineaorg-iteri,{},-4.11998,141.585,Papunesia,NA,Iteri,2258
#337180,30,91,NA,NA,Left May,iter1241,transnewguineaorg-iteri-rocky-peak,{},-4.11998,141.585,Papunesia,NA,Iteri (Rocky Peak Dialect),2259
#51CC59,30,37,NA,NA,Tor-Orya,itik1240,transnewguineaorg-itik,{},-2.18342,139.341,Papunesia,NA,Itik,2260
#598033,7,287,NA,NA,Atlantic-Congo,itip1234,mitterhoferbena-Itipula,{},-9.34988,35.21523,NA,NA,Itipula,1555
#7D3380,17,7,NA,NA,Itonama,iton1250,diacl-55550,{},-12.80431,-64.35748,South America,NA,Itonama,561
#7D3380,4,675,NA,NA,Itonama,iton1250,ids-284,{},-12.80431,-64.35748,South America,NA,Itonama,899
#803333,17,70,NA,NA,Austronesian,ivat1242,diacl-25900,{},20.77,121.85,Papunesia,NA,Ivatan (Batanes Islands),345
#803333,17,70,NA,NA,Austronesian,ivat1242,diacl-26000,{},20.77,121.85,Papunesia,NA,Ivatan (Itbayaten),346
#3C8033,30,59,NA,NA,Sepik,iwam1256,transnewguineaorg-iwam,{},-4.27346,141.817,Papunesia,NA,Iwam,2261
#CC5151,30,50,NA,NA,Nuclear Trans New Guinea,iyoo1238,transnewguineaorg-iyo,{},-5.84161,146.092,Papunesia,NA,Iyo,2262
#8FCC51,5,245,NA,NA,Pama-Nyungan,sydn1236,bowernpny-Iyora,{},-33.52925837,150.3490464,Australia,NA,Iyora,128
#51B5CC,17,120,NA,NA,Nuclear-Macro-Je,djeo1235,diacl-55700,{},-12.038,-64.6694,South America,NA,Jabutí,563
#598033,11,419,NA,NA,Atlantic-Congo,labi1245,kraftchadic-Jaku,{},10.4847,9.59527,Africa,NA,Jaku,1122
#51CCCC,4,1270,NA,NA,Indo-European,jama1262,ids-218,{},18.13,-77.2612,North America,NA,Jamaican Creole (Limonese Creole dialect),831
#519ECC,8,285,NA,NA,Dogon,jams1239,hantganbangime-Jamsay,{},14.1794,-2.57999,Africa,NA,Jamsay,679
#51CC93,1,951,NA,NA,Japonic,nucl1643,northeuralex-jpn,{},35,135,Eurasia,NA,Japanese,1619
#51CC93,20,1449,NA,NA,Japonic,nucl1643,wold-Japanese,{},35,135,Eurasia,NA,Japanese,3024
#598033,11,362,NA,NA,Atlantic-Congo,daga1272,kraftchadic-Jari,{},11.6839,-2.48569,Africa,NA,Jari,1123
#8FCC51,5,325,NA,NA,Pama-Nyungan,jaru1254,bowernpny-Jaru,{},-18.3288,128.262,Australia,NA,Jaru,129
#803333,17,99,NA,NA,Austronesian,java1254,diacl-21500,{},-0.572307,110.885,Papunesia,NA,Javanese,316
#335C80,8,236,NA,NA,Mande,jena1242,hantganbangime-Jenaama,{},15.5,-4,Africa,NA,Jenaama,680
#338080,9,411,NA,NA,Sino-Tibetan,jeri1243,bodtkhobwa-Jerigaon,{},NA,NA,NA,NA,Jerigaon,69
#338080,13,499,NA,NA,Sino-Tibetan,jian1239,allenbai-Jianchuan,{},26.538056,99.91,Eurasia,NA,Jianchuan,33
#51CC70,23,501,NA,NA,Tai-Kadai,pand1262,castrosui-JiaoliPandong,{},NA,NA,Eurasia,NA,Jiaoli,254
#51CC70,23,500,NA,NA,Tai-Kadai,sand1270,castrosui-JiarongSouthernSandong,{},NA,NA,Eurasia,NA,Jiarong,255
#CC5151,26,289,NA,NA,Nuclear Trans New Guinea,jili1241,zgraggenmadang-jilim,{},-5.56611,145.706,Papunesia,NA,jilim,3087
#CC5151,30,278,NA,NA,Nuclear Trans New Guinea,jili1241,transnewguineaorg-jilim,{},-5.56611,145.706,Papunesia,NA,Jilim,2263
#338080,27,735,NA,NA,Sino-Tibetan,jina1245,beidasinitic-Jinan,{},36.690777,116.997299,NA,NA,Jinan,57
#338080,28,400,NA,NA,Sino-Tibetan,kach1280,satterthwaitetb-Jinghpaw,{},25.4634,97.3278,Eurasia,NA,Jinghpo,1698
#338080,17,7,NA,NA,Sino-Tibetan,kach1280,diacl-68413,{},25.4634,97.3278,Eurasia,NA,Jingpho,616
#338080,19,528,NA,NA,Sino-Tibetan,jing1260,marrisonnaga-Jingpho,{},NA,NA,NA,NA,Jingpho,1516
#338080,14,915,NA,NA,Sino-Tibetan,kach1280,suntb-Jingpho,{},25.4634,97.3278,Eurasia,NA,Jingpho,1738
#805033,4,1214,NA,NA,Hmong-Mien,nort1545,ids-406,{},26.7238,106.682,Eurasia,NA,Jinsha Dai,955
#338080,28,388,NA,NA,Sino-Tibetan,jino1236,satterthwaitetb-Jino,{},NA,NA,NA,NA,Jinuo,1699
#338080,14,915,NA,NA,Sino-Tibetan,youl1235,suntb-Jinuo,{},22.0473,101.057,Eurasia,NA,Jinuo,1739
#805033,18,792,NA,NA,Hmong-Mien,jion1236,chenhmongmien-Jiongnai,{},23.8692,110.007,Eurasia,NA,Jiongnai,274
#598033,25,631,NA,NA,Atlantic-Congo,jita1239,tls-Jita,{},-1.62681,33.9141,Africa,NA,Jita,1787
#4B3380,10,318,NA,NA,Guahiboan,maca1259,hubercolumbian-Jitnu,{},6.34582,-71.2671,South America,NA,Jitnu,724
#8FCC51,5,291,NA,NA,Pama-Nyungan,djiw1241,bowernpny-Jiwarli,{},-24.10724,116.98858,Australia,NA,Jiwarli,130
#8FCC51,5,166,NA,NA,Pama-Nyungan,djuw1238,bowernpny-Jiwarliny,{},NA,NA,Australia,NA,Jiwarliny,131
#51CCCC,4,1291,NA,NA,Indo-European,jude1256,ids-74,{},42.068306,48.264749,Eurasia,NA,Judeo-Tat,1044
#51AACC,10,263,NA,NA,Nadahup,hupd1244,hubercolumbian-Jupda,{},0.58622,-69.8359,South America,NA,Jupda,725
#51CC70,23,506,NA,NA,Tai-Kadai,sand1270,castrosui-JuqianSouthernSandong,{},NA,NA,Eurasia,NA,Juqian,256
#8FCC51,5,100,NA,NA,Pama-Nyungan,kanj1260,bowernpny-Kaanju,{},-13.3243,142.893,Australia,NA,Kaanju,132
#338038,17,87,NA,NA,Abkhaz-Adyge,kaba1278,diacl-59000,{},43.5082,43.3918,Eurasia,NA,Kabardian,583
#593380,30,113,NA,NA,Timor-Alor-Pantar,kabo1247,transnewguineaorg-kabola-aimoli,{},-8.17316,124.539,Papunesia,NA,Kabola (Aimoli Dialect),2264
#593380,30,113,NA,NA,Timor-Alor-Pantar,kabo1247,transnewguineaorg-kabola-hamap,{},-8.17316,124.539,Papunesia,NA,Kabola (Hamap Dialect),2265
#593380,16,371,NA,NA,Timor-Alor-Pantar,kabo1247,lexirumah-kabo1247,{},-8.17316,124.539,Papunesia,NA,"Kabola, Monbang",1264
#593380,30,113,NA,NA,Timor-Alor-Pantar,pint1252,transnewguineaorg-kabola-pitumbang,{},NA,NA,Papunesia,NA,Kabola (Pitumbang Dialect),2266
#BDCC51,16,80,NA,NA,South Bird's Head Family,kabu1249,lexirumah-kabu1249,{},-1.92547,132.528,Papunesia,NA,"Kaburi, Benawa",1265
#BDCC51,16,150,NA,NA,South Bird's Head Family,kabu1249,lexirumah-kabu1249-kambo,{},-1.92547,132.528,Papunesia,NA,"Kaburi, Kambor",1266
#593380,16,567,NA,NA,Timor-Alor-Pantar,kaer1234,lexirumah-kaer1234,{},NA,NA,Papunesia,NA,Kaera,1268
#593380,2,363,NA,NA,Timor-Alor-Pantar,kaer1234,robinsonap-kaera,{},NA,NA,Papunesia,NA,Kaera,1685
#593380,16,231,NA,NA,Timor-Alor-Pantar,kafo1240,lexirumah-kafo1240,{},-8.36572,124.446,Papunesia,NA,Kafoa,1270
#593380,30,111,NA,NA,Timor-Alor-Pantar,kafo1240,transnewguineaorg-kafoa,{},-8.36572,124.446,Papunesia,NA,Kafoa,2267
#598033,25,241,NA,NA,Atlantic-Congo,kahe1238,tls-Kaheunn,{},-3.51412,37.5759,Africa,NA,Kahe.unn,1788
#803333,15,309,NA,NA,Austronesian,kahu1241,tryonsolomon-kahua,{},-10.6963,162.191,Papunesia,NA,Kahua,2926
#338080,6,339,NA,NA,Sino-Tibetan,kaik1246,halenepal-Kaike,{},28.853,83.1384,Eurasia,NA,Kaike,663
#803333,16,350,NA,NA,Austronesian,kaim1241,lexirumah-kaim1241,{},-5.65447,122.538,Papunesia,NA,Kaimbulawa,1272
#51B5CC,4,1011,NA,NA,Nuclear-Macro-Je,kain1272,ids-294,{},-27.7671,-52.5394,South America,NA,Kaingáng,910
#BDCC51,16,161,NA,NA,South Bird's Head Family,kais1235,lexirumah-kais1235,{},-1.78077,132.312,Papunesia,NA,Kais,1273
#BDCC51,30,40,NA,NA,South Bird's Head Family,kais1235,transnewguineaorg-kais,{},-1.78077,132.312,Papunesia,NA,Kais,2268
#803333,16,401,NA,NA,Austronesian,kaes1237,lexirumah-kaes1237,{},NA,NA,Papunesia,NA,Kaisabu,1269
#5170CC,30,196,NA,NA,Lakes Plain,kaiy1239,transnewguineaorg-kaiy,{},-2.94448,138.161,Papunesia,NA,Kaiy,2269
#A0CC51,30,98,NA,NA,Kaki Ae,kaki1249,transnewguineaorg-kaki-ae,{},-7.9946,145.816,Papunesia,NA,Kaki Ae,2270
#803333,17,69,NA,NA,Austronesian,ilon1239,diacl-25300,{},16.3785,121.547,Papunesia,NA,Kakiduge:n,341
#CC51A2,10,339,NA,NA,Kakua-Nukak,cacu1241,hubercolumbian-Kakua,{},0.88778,-69.5659,South America,NA,Kakua,726
#7D8033,1,821,NA,NA,Eskimo-Aleut,kala1399,northeuralex-kal,{},69.3761,-52.864,Eurasia,NA,Kalaallisut,1620
#CC51C5,30,37,NA,NA,West Bird's Head,kala1256,transnewguineaorg-kalabra,{},-1.43074,131.617,Papunesia,NA,Kalabra,2271
#803333,17,70,NA,NA,Austronesian,kala1388,diacl-26200,{},6.8126,125.328,Papunesia,NA,Kalagan,347
#CC5151,30,261,NA,NA,Nuclear Trans New Guinea,kala1397,transnewguineaorg-kalam,{},-5.25216,144.585,Papunesia,NA,Kalam,2272
#4B8033,16,502,NA,NA,West Bomberai,kara1499,lexirumah-kara1499,{},-3.47037,132.678,Papunesia,NA,Kalamang,1285
#803333,17,70,NA,NA,Austronesian,cota1241,diacl-27500,{},6.39417,124.234,Papunesia,NA,Kalamansig Cotabato,355
#803333,17,70,NA,NA,Austronesian,cala1258,diacl-29500,{},12.0716,120.094,Papunesia,NA,Kalamian,369
#803333,16,306,NA,NA,Austronesian,kala1394,lexirumah-kala1394,{},-7.31213,120.995,Papunesia,NA,Kalao,1274
#803333,16,306,NA,NA,Austronesian,kala1394,lexirumah-kala1394-lambe,{},-7.31213,120.995,Papunesia,NA,"Kalao, Lambego",1275
#688033,20,1178,NA,NA,Cariban,gali1262,wold-Kalina,{},5.83772,-56.8323,South America,NA,Kali'na,3025
#8FCC51,5,297,NA,NA,Pama-Nyungan,kalk1246,bowernpny-Kalkatungu,{},-21,139.5,Australia,NA,Kalkatungu,133
#55CC51,1,950,NA,NA,Mongolic,kalm1243,northeuralex-xal,{},46.566667,45.316667,Eurasia,NA,Kalmyk,1678
#CCC551,30,106,NA,NA,Bosavi,kalu1248,transnewguineaorg-kaluli,{},-6.45932,142.788,Papunesia,NA,Kaluli,2273
#CCC551,30,33,NA,NA,Bosavi,kalu1248,transnewguineaorg-bosavi,{},-6.45932,142.788,Papunesia,NA,Kaluli (Bosavi Dialect),2113
#593380,2,373,NA,NA,Timor-Alor-Pantar,kama1365,robinsonap-kamang,{},-8.26897,124.792,Papunesia,NA,Kamang,1686
#593380,30,113,NA,NA,Timor-Alor-Pantar,kama1365,transnewguineaorg-kamang,{},-8.26897,124.792,Papunesia,NA,Kamang,2274
#593380,16,476,NA,NA,Timor-Alor-Pantar,kama1365,lexirumah-kama1365,{},-8.26897,124.792,Papunesia,NA,"Kamang, Atoitaa",1280
#593380,30,111,NA,NA,Timor-Alor-Pantar,kama1365,transnewguineaorg-kamang-kolomane,{},-8.26897,124.792,Papunesia,NA,Kamang (Kolomane Dialect),2275
#593380,30,112,NA,NA,Timor-Alor-Pantar,kama1365,transnewguineaorg-kamang-langkuru,{},-8.26897,124.792,Papunesia,NA,Kamang (Langkuru Dialect),2276
#593380,30,112,NA,NA,Timor-Alor-Pantar,kama1365,transnewguineaorg-kamang-letley,{},-8.26897,124.792,Papunesia,NA,Kamang (Letley Dialect),2277
#593380,30,113,NA,NA,Timor-Alor-Pantar,kama1365,transnewguineaorg-kamang-pido-1,{},-8.26897,124.792,Papunesia,NA,Kamang (Pido 1 Dialect),2278
#593380,30,113,NA,NA,Timor-Alor-Pantar,kama1365,transnewguineaorg-kamang-pido-2,{},-8.26897,124.792,Papunesia,NA,Kamang (Pido 2 Dialect),2279
#338080,14,890,NA,NA,Sino-Tibetan,miju1243,suntb-Kaman,{},28.4732,97.0444,Eurasia,NA,Kaman [Miju],1740
#CC5151,30,167,NA,NA,Nuclear Trans New Guinea,kama1370,transnewguineaorg-kamano,{},-6.25829,145.728,Papunesia,NA,Kamano,2280
#803333,16,179,NA,NA,Austronesian,kama1364,lexirumah-kama1364,{},-5.15696,123.045,Papunesia,NA,Kamaru,1277
#803333,16,169,NA,NA,Austronesian,kama1364,lexirumah-kama1364-a,{},-5.15696,123.045,Papunesia,NA,Kamaru 1,1278
#803333,16,304,NA,NA,Austronesian,kama1364,lexirumah-kama1364-b,{},-5.15696,123.045,Papunesia,NA,Kamaru 2,1279
#CC5180,30,99,NA,NA,Angan,kama1360,transnewguineaorg-kamasa,{},-6.97411,146.20797,Papunesia,NA,Kamasa,2281
#61CC51,17,365,NA,NA,Tupian,kama1373,diacl-65500,{},-12.2661,-53.4651,South America,NA,Kamayurá,601
#CC5151,30,88,NA,NA,Nuclear Trans New Guinea,kamb1303,transnewguineaorg-kambaira,{},-6.26656,146.083,Papunesia,NA,Kambaira,2282
#598033,25,637,NA,NA,Atlantic-Congo,kamb1297,tls-KambaKitu,{},-1.60827,37.9532,Africa,NA,Kamba_kitu,1789
#598033,25,584,NA,NA,Atlantic-Congo,masa1295,tls-KambaMach,{},NA,NA,Africa,NA,Kamba_mach,1790
#803333,17,89,NA,NA,Austronesian,kamb1299,diacl-12600,{},-9.88447,120.235,Papunesia,NA,Kambera,292
#803333,16,592,NA,NA,Austronesian,kamb1299,lexirumah-kamb1299,{},-9.88447,120.235,Papunesia,NA,Kambera,1281
#CC5151,30,40,NA,NA,Nuclear Trans New Guinea,kamb1302,transnewguineaorg-kamberau,{},-3.53189,133.518,Papunesia,NA,Kamberau,2283
#803333,16,352,NA,NA,Austronesian,kamb1300,lexirumah-kamb1300,{},NA,NA,Papunesia,NA,Kambowa,1282
#803333,16,175,NA,NA,Austronesian,kamb1300,lexirumah-kamb1300-lagu,{},NA,NA,Papunesia,NA,"Kambowa, Lagundi",1283
#598033,25,635,NA,NA,Atlantic-Congo,kami1256,tls-Kami,{},-6.71075,37.98,Africa,NA,Kami,1791
#8FCC51,5,305,NA,NA,Pama-Nyungan,gami1243,bowernpny-Kamilaroi,{},-29.9037,149.543,Australia,NA,Kamilaroi,134
#CC5151,30,73,NA,NA,Nuclear Trans New Guinea,kamo1255,transnewguineaorg-kamoro,{},-4.30433,135.883,Papunesia,NA,Kamoro,2284
#338075,10,320,NA,NA,Camsá,cams1241,hubercolumbian-Kamsa,{},1.14537,-76.8931,South America,NA,Kamsá,727
#608033,30,107,NA,NA,Kamula-Elevala,kamu1260,transnewguineaorg-kamula,{},-7.28798,142.639,Papunesia,NA,Kamula,2285
#803333,17,102,NA,NA,Austronesian,kana1286,diacl-32500,{},23.3235,120.887,Papunesia,NA,Kanakanabu,384
#598033,7,294,NA,NA,Atlantic-Congo,kana1293,mitterhoferbena-Kanamalenga,{},-8.91872,34.63776,NA,NA,Kanamalenga,1556
#80336C,30,58,NA,NA,Lower Sepik-Ramu,kang1291,transnewguineaorg-kanggape,{},-4.4153,144.816,Papunesia,NA,Kanggape,2286
#803333,17,70,NA,NA,Austronesian,nort2877,diacl-27000,{},17.1057,120.786,Papunesia,NA,Kankanay (Northern),351
#338054,1,951,NA,NA,Dravidian,nucl1305,northeuralex-kan,{},13.5878,76.1198,Eurasia,NA,Kannada,1621
#333880,30,40,NA,NA,Morehead-Wasur,ngka1235,transnewguineaorg-kanum,{},-8.87044,140.818,Papunesia,NA,Kanum,2287
#51CC6A,20,1348,NA,NA,Saharan,cent2050,wold-Kanuri,{},11.8863,16.3918,Africa,NA,Kanuri,3026
#336E80,30,38,NA,NA,Kapori,kapo1250,transnewguineaorg-kapauri,{},-3.52696,139.766,Papunesia,NA,Kapauri,2288
#3C8033,30,119,NA,NA,Sepik,kapr1245,transnewguineaorg-kapriman,{},-4.51011,143.241,Papunesia,NA,Kapriman,2289
#51B5CC,4,452,NA,NA,Nuclear-Macro-Je,kara1500,ids-295,{},-11.1881,-50.3492,South America,NA,Karajá,911
#8FCC51,5,324,NA,NA,Pama-Nyungan,kara1476,bowernpny-Karajarri,{},-18.6771,122.334,Australia,NA,Karajarri,135
#8FCC51,5,149,NA,NA,Pama-Nyungan,kara1476,bowernpny-KarajarriNW,{},-18.6771,122.334,Australia,NA,KarajarriNW,136
#4B8033,30,40,NA,NA,West Bomberai,kara1499,transnewguineaorg-karas,{},-3.47037,132.678,Papunesia,NA,Karas,2290
#8F51CC,4,1290,NA,NA,Nakh-Daghestanian,kara1474,ids-39,{},42.6501,46.3151,Eurasia,NA,Karata,948
#8F51CC,4,1291,NA,NA,Nakh-Daghestanian,toki1238,ids-40,{},NA,NA,Eurasia,NA,Karata (Tokitin dialect),949
#3C8033,30,45,NA,NA,Sepik,kara1495,transnewguineaorg-karawa,{},-3.69933,142.018,Papunesia,NA,Karawa,2291
#CC5151,26,299,NA,NA,Nuclear Trans New Guinea,kare1341,zgraggenmadang-kare,{},-5.07674,145.499,Papunesia,NA,kare,3088
#CC5151,30,291,NA,NA,Nuclear Trans New Guinea,kare1341,transnewguineaorg-kare,{},-5.07674,145.499,Papunesia,NA,Kare,2292
#CCAE51,11,392,NA,NA,Afro-Asiatic,kare1348,kraftchadic-Karekare,{},12.5176,10.8732,Africa,NA,Karekare,1124
#61CC51,17,289,NA,NA,Tupian,kari1311,diacl-59900,{},-9.37937,-64.1522,South America,NA,Karitiâna,589
