Language,ISO_code,Phoible_code,Meaning,Form,Trill,Dataset,Latitude,Longitude,Family,Branch,Area,Continent,Rough.M,rough,R_type,r,l
Akhvakh (Northern dialect),akv,NA,smooth,cʼʷakadabe,yes,CLICS,42.4003,46.3037,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Karata,kpt,NA,smooth,žeržabob,yes,CLICS,42.6501,46.3151,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Khwarshi (Khwarshi dialect),khv,NA,smooth,gagalu,yes,CLICS,42.25,46.17,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Hinuq,gin,NA,smooth,gagaru,yes,CLICS,42.4502,45.8064,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Chamalal,cji,NA,smooth,šaⁿšub,yes,CLICS,42.5024,45.995,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Hunzib,huz,NA,smooth,kakalu,yes,CLICS,42.0808,46.1369,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Lak,lbe,lbe,smooth,sarɣuns̄a,yes,CLICS,42.1328,47.0809,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Dargwa,dar,NA,smooth,ɣalagsi,yes,CLICS,42.4257,47.4388,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Dargwa,dar,NA,smooth,luʕaˤnsi,yes,CLICS,42.4257,47.4388,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Aghul,agx,NA,smooth,šergʷef,yes,CLICS,41.9242,47.5843,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Lezgian,lez,NA,smooth,cʼalcʼam,yes,CLICS,41.5157,47.8951,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Rutul,rut,rut,smooth,düzdɨ,yes,CLICS,41.6187,47.3244,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Tabasaran (Southern dialect),tab,NA,smooth,cʼalcʼm,yes,CLICS,41.83,47.92,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Khinalug,kjj,NA,smooth,hamawar,yes,CLICS,41.1801,48.0571,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Khinalug,kjj,NA,smooth,nikʼäz,yes,CLICS,41.1801,48.0571,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Tsakhur,tkr,NA,smooth,hamawarɨn,yes,CLICS,41.5916,46.8858,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Kumyk,kum,NA,smooth,tegiš,yes,CLICS,43,47,Turkic,Common Turkic,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Kumyk,kum,NA,smooth,tüz,yes,CLICS,43,47,Turkic,Common Turkic,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Judeo-Tat,jdt,NA,smooth,šumol,no,CLICS,42.068306,48.264749,Indo-European,NA,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,no trill,FALSE,TRUE
Chechen,che,che,smooth,šēra,yes,CLICS,43.5,45.5,Nakh-Daghestanian,Nakh,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Udi,udi,NA,smooth,hamavar,yes,CLICS,40.9,47.7236,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Avar,ava,ava,smooth,cʼʷakarab,no,CLICS,41.7047,46.558,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,no trill,TRUE,FALSE
Erzya Mordvin,myv,myv,smooth,valanʸa,yes,CLICS,52.8548,45.3901,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,NA,FALSE,TRUE
Estonian,est,est,smooth,tasane,yes,CLICS,58.55,25.82,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,NA,FALSE,FALSE
Finnish,fin,fin,smooth,sileæ,yes,CLICS,64.7628,25.5577,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Khanty,kca,kca,smooth,paylɨ,yes,CLICS,62.4308,66.1218,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Komi,kpv,kpv,smooth,šɩlʸɩd,yes,CLICS,64.0527,54.946,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Komi,kpv,kpv,smooth,molʸɩd,yes,CLICS,64.0527,54.946,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Northern Saami,sme,sma,smooth,livttis,yes,CLICS,68.725,22.1113,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Mari,mhr,mhr,smooth,'tör̃,no,CLICS,55.8307,48.405,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,no trill,TRUE,FALSE
Mari,mhr,mhr,smooth,šə'ma,no,CLICS,55.8307,48.405,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,no trill,FALSE,FALSE
Nenets,yrk,yrk,smooth,salmuy,yes,CLICS,66.1775,71.0234,Uralic,Samoyedic,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Selkup,sel,sel,smooth,nur̃ḳɨlʸ,no,CLICS,59.9409,82.3004,Uralic,Samoyedic,Inner Asia,N-C Asia,-6.9,FALSE,no trill,TRUE,TRUE
Udmurt,udm,udm,smooth,volʸɩt,yes,CLICS,56.12921,52.63548,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,NA,FALSE,TRUE
Udmurt,udm,udm,smooth,čoškɩt,yes,CLICS,56.12921,52.63548,Uralic,Finno-Ugric,Inner Asia,N-C Asia,-6.9,FALSE,NA,FALSE,FALSE
Bezhta,kap,NA,smooth,kʼakʼalo,yes,CLICS,42.1206,46.0332,Nakh-Daghestanian,Daghestanian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Panare,pbh,pbh,smooth,t-ɨkarin-ke,no,CLICS,6.95035,-65.8483,Cariban,NA,NE South America,S America,-6.9,FALSE,no trill,TRUE,FALSE
Macushi,mbc,mbc,smooth,erekkuru,no,CLICS,4.31861,-60.2209,Cariban,NA,NE South America,S America,-6.9,FALSE,no trill,TRUE,FALSE
De'kwana,mch,mch,smooth,tɨwansuʔde,no,CLICS,4.70705,-64.3877,Cariban,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Wai Wai,waw,waw,smooth,t-memese,no,CLICS,1.50881,-59.1417,Cariban,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Spanish,spa,spa,smooth,suave,yes,CLICS,40.4414,-1.11788,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,mixed with trill,FALSE,FALSE
Spanish,spa,spa,smooth,liso,yes,CLICS,40.4414,-1.11788,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,mixed with trill,FALSE,TRUE
Catalan,cat,cat,smooth,llis,yes,CLICS,41.453,1.569,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,mixed with trill,FALSE,TRUE
Portuguese,por,por,smooth,liso,no,CLICS,39.91,-8.1,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,no trill,FALSE,TRUE
Portuguese,por,por,smooth,macio,no,CLICS,39.91,-8.1,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,no trill,FALSE,FALSE
Romanian,ron,ron,smooth,neted,yes,CLICS,46.3913,24.2256,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Irish,gle,gle,smooth,réidh,no,CLICS,53.2186,-7.61509,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,no trill,TRUE,FALSE
Irish,gle,gle,smooth,mín,no,CLICS,53.2186,-7.61509,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,no trill,FALSE,FALSE
Breton,bre,bre,smooth,flour,yes,CLICS,48.2452,-3.78934,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-6.9,FALSE,no rhotic,TRUE,TRUE
Danish,dan,dan,smooth,jævn,no,CLICS,54.8655,9.36284,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,NA,FALSE,FALSE
Swedish,swe,swe,smooth,slät,no,CLICS,59.800634,17.389526,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,no trill,FALSE,TRUE
Swedish,swe,swe,smooth,jämn,no,CLICS,59.800634,17.389526,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,no trill,FALSE,FALSE
Swedish,swe,swe,smooth,glatt,no,CLICS,59.800634,17.389526,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,no trill,FALSE,TRUE
Dutch,nld,nld,smooth,effen,yes,CLICS,52,5,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
German,deu,deu,smooth,eben,yes,CLICS,48.649,12.4676,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Yiddish,ydd,ydd,smooth,glat,yes,CLICS,51.75,19.42,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,mixed with trill,FALSE,TRUE
Lithuanian,lit,lit,smooth,lýgus,yes,CLICS,55.1429,23.9601,Indo-European,Balto-Slavic,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Lithuanian,lit,lit,smooth,plýnas,yes,CLICS,55.1429,23.9601,Indo-European,Balto-Slavic,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Lithuanian,lit,lit,smooth,glotnùs,yes,CLICS,55.1429,23.9601,Indo-European,Balto-Slavic,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Bulgarian,bul,bul,smooth,gládək,yes,CLICS,43.3646,25.047,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Czech,ces,ces,smooth,hladký,yes,CLICS,49.873398,15.10437,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Polish,pol,pol,smooth,gładki,yes,CLICS,51.8439,18.6255,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Russian,rus,rus,smooth,gladkij,yes,CLICS,59,50,Indo-European,Balto-Slavic,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,TRUE
Romani,rmy,rmy,smooth,kovlo,yes,CLICS,46.09,18.16,Indo-European,Indo-Iranian,Europe,W and SW Eurasia,-6.9,FALSE,NA,FALSE,TRUE
Persian,pes,pes,smooth,hæmvɑr,yes,CLICS,32.9,53.3,Indo-European,Indo-Iranian,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Jamaican Creole (Limonese Creole dialect),jam,jam,smooth,smud,no,CLICS,18.13,-77.2612,Jamaican Creole,NA,Mesoamerica,C America,-6.9,FALSE,no trill,FALSE,FALSE
Basque,eus,eus,smooth,leɲ,yes,CLICS,43.2787,-1.31622,Basque,NA,Europe,W and SW Eurasia,-6.9,FALSE,mixed with trill,FALSE,TRUE
Polci,plj,plj,smooth,mul,yes,CLICS,10.0258,9.53362,Chadic,West Chadic,African Savannah,Africa,-6.9,FALSE,NA,FALSE,TRUE
Nahuatl (Sierra de Zacapoaxtla variety),azz,ncj,smooth,alaš-ti-k,no,CLICS,20.1554,-97.5556,Uto-Aztecan,Southern Uto-Aztecan,Mesoamerica,C America,-6.9,FALSE,no rhotic,FALSE,TRUE
Nahuatl (Sierra de Zacapoaxtla variety),azz,ncj,smooth,yemaš-c̷in,no,CLICS,20.1554,-97.5556,Uto-Aztecan,Southern Uto-Aztecan,Mesoamerica,C America,-6.9,FALSE,no rhotic,FALSE,FALSE
Chatino (Zacatepec variety),ctp,ctp,smooth,kuti,no,CLICS,16.08,-97.3069,Otomanguean,Zapotecan,Mesoamerica,C America,-6.9,FALSE,no trill,FALSE,FALSE
Karok,kyh,kyh,smooth,xūs,no,CLICS,41.8228,-123.315,Karok,NA,California,W N America,-6.9,FALSE,no trill,FALSE,FALSE
Seri,sei,sei,smooth,-o'miʔx,no,CLICS,28.9877,-112.384,Seri,NA,Mesoamerica,C America,-6.9,FALSE,no trill,FALSE,FALSE
Maori,mri,mri,smooth,maaene-ene,no,CLICS,-38.2881,176.541,Austronesian,Malayo-Polynesian,Oceania,NG and Oceania,-6.9,FALSE,no trill,FALSE,FALSE
Rapa Nui,rap,rap,smooth,pororeko,no,CLICS,-27.113,-109.342,Austronesian,Malayo-Polynesian,Oceania,NG and Oceania,-6.9,FALSE,NA,TRUE,FALSE
Rapa Nui,rap,rap,smooth,ti-tika,no,CLICS,-27.113,-109.342,Austronesian,Malayo-Polynesian,Oceania,NG and Oceania,-6.9,FALSE,NA,FALSE,FALSE
Tongan,ton,ton,smooth,hamolemole,no,CLICS,-21.17,-175.25,Austronesian,Malayo-Polynesian,Oceania,NG and Oceania,-6.9,FALSE,no trill,FALSE,TRUE
Tongan,ton,ton,smooth,tokalelei,no,CLICS,-21.17,-175.25,Austronesian,Malayo-Polynesian,Oceania,NG and Oceania,-6.9,FALSE,no trill,FALSE,TRUE
Tuamotuan,pmt,pmt,smooth,faka.ŋā.ere,no,CLICS,-16.17259,-146.321755,Austronesian,Malayo-Polynesian,Oceania,NG and Oceania,-6.9,FALSE,NA,TRUE,FALSE
Barí,mot,mot,smooth,dyibakaari,yes,CLICS,9.08497,-72.9353,Chibchan,NA,NE South America,S America,-6.9,FALSE,trill,TRUE,FALSE
Muisca,chb,chb,smooth,c̷̣ɨ-β-ohosɨ-suka,no,CLICS,6.24999,-74.1666,Chibchan,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Páez,pbb,pbb,smooth,laβy,no,CLICS,2.61516,-76.31254,Paesan,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,TRUE
Colorado,cof,cof,smooth,la'yũ,no,CLICS,-0.21181,-79.2347,Barbacoan,NA,Andean,S America,-6.9,FALSE,no trill,FALSE,TRUE
Embera,emp,emp,smooth,dou'a,no,CLICS,7.12761,-77.574,Choc�_,NA,Andean,S America,-6.9,FALSE,mixed with trill,FALSE,FALSE
Epena,sja,sja,smooth,kʰakʰa'yaa,no,CLICS,4.25877,-77.3566,Choc�_,NA,Andean,S America,-6.9,FALSE,mixed with trill,FALSE,FALSE
Yuwana,yau,yau,smooth,ʰteiʰteiwa,no,CLICS,5.63879,-65.4267,Hot�_,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Yaruro,yae,yae,smooth,tata,no,CLICS,7.10677,-67.5996,Yaruro,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Ninam (Shirishana variety),shb,shb,smooth,si-ãhi,no,CLICS,4.03894,-62.7801,Yanomaman,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Yanomámi,wca,wca,smooth,si kõpehe-wə,no,CLICS,2.48999,-62.8522,Yanomaman,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Cofán,con,con,smooth,'giyaʔc̷ʰi,no,CLICS,0.276675,-77.0643,Cof��n,NA,Andean,S America,-6.9,FALSE,no trill,FALSE,FALSE
Cofán,con,con,smooth,kesɨsɨ,no,CLICS,0.276675,-77.0643,Cof��n,NA,Andean,S America,-6.9,FALSE,no trill,FALSE,FALSE
Tuyuca,tue,tue,smooth,si'pi,no,CLICS,0.39441,-70.043515,Tuc��noan,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Aguaruna,agr,agr,smooth,ču'win,no,CLICS,-5.30044,-77.9218,Jivaroan,NA,Andean,S America,-6.9,FALSE,no trill,FALSE,FALSE
Aguaruna,agr,agr,smooth,pinu,no,CLICS,-5.30044,-77.9218,Jivaroan,NA,Andean,S America,-6.9,FALSE,no trill,FALSE,FALSE
Yagua,yad,yad,smooth,wasidya,no,CLICS,-3.42913,-72.2186,Yaguan,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Baure,brg,brg,smooth,-'mo-ri,no,CLICS,-13.61,-63.68,Arawakan,Bolivian,NE South America,S America,-6.9,FALSE,no trill,TRUE,FALSE
Goajiro,guc,guc,smooth,sinatɨ-sɨ,yes,CLICS,11.395566,-72.199791,Arawakan,Caribbean,NE South America,S America,-6.9,FALSE,mixed with trill,FALSE,FALSE
Ignaciano,ign,ign,smooth,timahu,no,CLICS,-15.1188,-65.3993,Arawakan,Bolivian,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Wapishana,wap,wap,smooth,miduda-ʔu,no,CLICS,2.58744,-59.8021,Arawakan,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Waurá,wau,wau,smooth,kamimitʸa,no,CLICS,-13.296,-53.6971,Arawakan,Xingu (S. Brasilian),NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Aymara,ayr,ayr,smooth,ḳuɲa,no,CLICS,-17,-68.5,Aymaran,NA,Andean,S America,-6.9,FALSE,no trill,FALSE,FALSE
Chipaya,cap,cap,smooth,lʸanu,no,CLICS,-18.73951,-67.89633,Chipaya,NA,Andean,S America,-6.9,FALSE,no trill,FALSE,TRUE
Mosetén,cas,cas,smooth,'tanes,no,CLICS,-14.64448,-67.83756,Moset��n,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Cavineña,cav,cav,smooth,momi-ya,no,CLICS,-13.3544,-66.6277,Pano-Tacanan,Tacanan,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Tacana,tna,tna,smooth,kʷapi-kʷapi,no,CLICS,-13.39249,-68.04056,Pano-Tacanan,Tacanan,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Tacana,tna,tna,smooth,noc̷a-da,no,CLICS,-13.39249,-68.04056,Pano-Tacanan,Tacanan,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Movima,mzp,mzp,smooth,ti-ɬoi-ni,no,CLICS,-13.8115,-65.6348,Movima,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Pacaas Novos,pav,pav,smooth,topišik,no,CLICS,-10.69948,-64.56152,Chapakuran,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Mundurukú,myu,myu,smooth,-korop,no,CLICS,-8.41095,-57.691,Tupian,NA,NE South America,S America,-6.9,FALSE,no trill,TRUE,FALSE
Mundurukú,myu,myu,smooth,-sẽm,no,CLICS,-8.41095,-57.691,Tupian,NA,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Aché,guq,guq,smooth,prečã,no,CLICS,-25.5865,-56.4697,Tupian,Tupi-Guaran�_,SE South America,S America,-6.9,FALSE,no trill,TRUE,FALSE
Chiriguano,gui,gui,smooth,sĩi,no,CLICS,-20.42,-63.37,Tupian,Tupi-Guaran�_,SE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Chiriguano,gui,gui,smooth,ĩ-či,no,CLICS,-20.42,-63.37,Tupian,Tupi-Guaran�_,SE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Wayampi,oym,oym,smooth,sɨlɨ,no,CLICS,1.73817,-52.6887,Tupian,Tupi-Guaran�_,NE South America,S America,-6.9,FALSE,no trill,FALSE,TRUE
Kaingáng,kgp,kgp,smooth,kanɛr,no,CLICS,-27.7671,-52.5394,Macro-Ge,Ge,SE South America,S America,-6.9,FALSE,no trill,TRUE,FALSE
Kaingáng,kgp,kgp,smooth,kamɛn,no,CLICS,-27.7671,-52.5394,Macro-Ge,Ge,SE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Kaingáng,kgp,kgp,smooth,kanãn,no,CLICS,-27.7671,-52.5394,Macro-Ge,Ge,SE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Kaingáng,kgp,kgp,smooth,hɔhow,no,CLICS,-27.7671,-52.5394,Macro-Ge,Ge,SE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Karajá,kpj,kpj,smooth,tɨtɨ,no,CLICS,-11.1881,-50.3492,Macro-Ge,Karaj��,NE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Trumai,tpy,tpy,smooth,kuš tsʔax-ka,yes,CLICS,-11.8119,-53.5717,Truma�_,NA,NE South America,S America,-6.9,FALSE,trill,FALSE,FALSE
Ayoreo,ayo,ayo,smooth,karu-n̥a-i,no,CLICS,-19.220055,-60.217495,Zamucoan,NA,SE South America,S America,-6.9,FALSE,no trill,TRUE,FALSE
Ayoreo,ayo,ayo,smooth,karu-n̥a-ŋe,no,CLICS,-19.220055,-60.217495,Zamucoan,NA,SE South America,S America,-6.9,FALSE,no trill,TRUE,FALSE
Mocoví,moc,moc,smooth,n-alo-ʔoh-taʔ,no,CLICS,-28.097,-60.4145,Guaicuruan,NA,SE South America,S America,-6.9,FALSE,no trill,FALSE,TRUE
Tehuelche,teh,teh,smooth,'tolḳˀ-,yes,CLICS,-47.5796,-68.3235,Chon,NA,SE South America,S America,-6.9,FALSE,trill,FALSE,TRUE
Selknam,ona,ona,smooth,aypˀèl,no,CLICS,-54,-68.5,Chon,NA,SE South America,S America,-6.9,FALSE,no trill,FALSE,TRUE
Selknam,ona,ona,smooth,ax-ketˀè,no,CLICS,-54,-68.5,Chon,NA,SE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Qawasqar,alc,alc,smooth,senaḳs,no,CLICS,-49.303195,-74.707536,Kawesqaran,NA,SE South America,S America,-6.9,FALSE,no trill,FALSE,FALSE
Toba,tob,tob,smooth,salʸi-ta,no,CLICS,-23.77,-61.96,Guaicuruan,NA,SE South America,S America,-6.9,FALSE,no trill,FALSE,TRUE
Central Thai,tha,tha,smooth,riap.3,no,CLICS,14.192,100.671,Tai-Kadai,NA,Southeast Asia,S/SE Asia,-6.9,FALSE,no trill,TRUE,FALSE
Thai,tha,tha,smooth,liap.4,no,CLICS,6.85668,99.7031,Tai-Kadai,NA,Southeast Asia,S/SE Asia,-6.9,FALSE,no trill,FALSE,TRUE
Thai,tha,tha,smooth,sa.5 mɣ:.1,no,CLICS,6.85668,99.7031,Tai-Kadai,NA,Southeast Asia,S/SE Asia,-6.9,FALSE,no trill,FALSE,FALSE
Southern Kam,doc; kmc,NA,smooth,ljân.55,no,CLICS,25.8874,109.222,Tai-Kadai,NA,Southeast Asia,S/SE Asia,-6.9,FALSE,no trill,FALSE,TRUE
Ingush,inh,inh,smooth,sära,no,CLICS,43.11,45.03,Nakh-Daghestanian,Nakh,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,no trill,TRUE,FALSE
Tsova-Tush,bbl,bbl,smooth,nipsiⁿ,yes,CLICS,42.1806,45.344,Nakh-Daghestanian,Nakh,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,FALSE,FALSE
Tsova-Tush,bbl,bbl,smooth,scʼor,yes,CLICS,42.1806,45.344,Nakh-Daghestanian,Nakh,Greater Mesopotamia,W and SW Eurasia,-6.9,FALSE,trill,TRUE,FALSE
Bengali,ben,ben,smooth,molāyema,no,CLICS,24,90,Indo-European,Indo-Iranian,Indic,S/SE Asia,-6.9,FALSE,no trill,FALSE,TRUE
Khasi,kha,kha,smooth,jlih,yes,CLICS,24.977,91.9998,Austroasiatic,Northern Mon-Khmer,Indic,S/SE Asia,-6.9,FALSE,trill,FALSE,TRUE
Marathi,mar,mar,smooth,sapaːʈ,no,CLICS,17.9344,76.6665,Indo-European,Indo-Iranian,Indic,S/SE Asia,-6.9,FALSE,no trill,FALSE,FALSE
Marathi,mar,mar,smooth,guɭaguɭiːt̪,no,CLICS,17.9344,76.6665,Indo-European,Indo-Iranian,Indic,S/SE Asia,-6.9,FALSE,no trill,FALSE,TRUE
Nepali,nep,nep,smooth,ciplō,yes,CLICS,27.5947033333,87.6200833333,Indo-European,Indo-Iranian,Indic,S/SE Asia,-6.9,FALSE,no trill,FALSE,TRUE
Punjabi,pnb,pan,smooth,mulāyama,no,CLICS,30.0948,75.3474,Indo-European,NA,Indic,S/SE Asia,-6.9,FALSE,mixed with trill,FALSE,TRUE
Tamil,tam,tam,smooth,vaḻavaḻappāṉa,no,CLICS,10.520219,78.825989,Dravidian,South Dravidian,Indic,S/SE Asia,-6.9,FALSE,no trill,FALSE,TRUE
Telugu,tel,tel,smooth,nunu,no,CLICS,16.4529,78.7024,Dravidian,South Dravidian,Indic,S/SE Asia,-6.9,FALSE,no trill,FALSE,FALSE
Telugu,tel,tel,smooth,nunupu,no,CLICS,16.4529,78.7024,Dravidian,South Dravidian,Indic,S/SE Asia,-6.9,FALSE,no trill,FALSE,FALSE
Telugu,tel,tel,smooth,nunna,no,CLICS,16.4529,78.7024,Dravidian,South Dravidian,Indic,S/SE Asia,-6.9,FALSE,no trill,FALSE,FALSE
Telugu,tel,tel,smooth,mṛduwu,no,CLICS,16.4529,78.7024,Dravidian,South Dravidian,Indic,S/SE Asia,-6.9,FALSE,no trill,TRUE,FALSE
Tibetan,bod,bod,smooth,jampo,yes,CLICS,28.3681,90.1872,Sino-Tibetan,Bodic,Inner Asia,N-C Asia,-6.9,FALSE,trill,FALSE,FALSE
Bulang,blr,blr,smooth,hai.51 mut.33,yes,CLICS,22.0092,99.7405,Austroasiatic,Northern Mon-Khmer,Southeast Asia,S/SE Asia,-6.9,FALSE,trill,FALSE,FALSE
Bulang,blr,blr,smooth,ʔa.31 khliat.51,yes,CLICS,22.0092,99.7405,Austroasiatic,Northern Mon-Khmer,Southeast Asia,S/SE Asia,-6.9,FALSE,trill,FALSE,TRUE
Bulang,blr,blr,smooth,khlɛt.55,yes,CLICS,22.0092,99.7405,Austroasiatic,Northern Mon-Khmer,Southeast Asia,S/SE Asia,-6.9,FALSE,trill,FALSE,TRUE
Wa,wbm,wbm,smooth,ńu.A,yes,CLICS,23.1024,99.108,Austroasiatic,NA,Southeast Asia,S/SE Asia,-6.9,FALSE,trill,FALSE,FALSE
Mlabri,mra,mra,smooth,tha lu,yes,CLICS,18.5533,101.163,Austroasiatic,Northern Mon-Khmer,Southeast Asia,S/SE Asia,-6.9,FALSE,NA,FALSE,TRUE
Ahlao Th,thm,thm,smooth,hăʔdiʔ.B kŏh.B,no,CLICS,17.7655,104.229,Austroasiatic,NA,Southeast Asia,S/SE Asia,-6.9,FALSE,no trill,FALSE,FALSE
